Meses,Transect,Subtransec,Cuadrante,NDWI (Agua),NDMI (Humedad),NDVI (Vegetación),LST (Temperatura)
Diciembre,2,5,9,-0.03583,0.21218,0.02387,8.93665
Diciembre,2,5,9,-0.03149,0.2114,0.02345,8.95044
Diciembre,2,5,9,-0.03224,0.21043,0.02417,8.88702
Diciembre,2,5,9,-0.03483,0.22612,0.02634,8.90079
Diciembre,2,5,9,-0.03577,0.22672,0.0259,8.91733
Diciembre,2,5,9,-0.03959,0.20165,0.02652,8.88702
Diciembre,2,5,9,-0.03925,0.22873,0.02589,8.88702
Diciembre,2,5,9,-0.03705,0.22356,0.02455,8.89529
Diciembre,2,5,10,-0.04814,0.16953,0.03171,8.93665
Diciembre,2,5,10,-0.05092,0.17346,0.03261,8.88977
Diciembre,2,5,10,-0.04896,0.17218,0.03098,8.85666
Diciembre,2,5,10,-0.04926,0.16695,0.03263,8.92838
Diciembre,2,5,10,-0.04958,0.17872,0.03386,8.86771
Diciembre,2,5,10,-0.04823,0.1797,0.03319,8.82355
Diciembre,2,5,10,-0.05061,0.17852,0.03355,8.86771
Diciembre,2,5,10,-0.04508,0.19627,0.03012,8.81802
Diciembre,2,5,10,-0.04551,0.20613,0.03071,8.79041
Diciembre,2,6,11,-0.04959,0.19417,0.03287,8.79041
Diciembre,2,6,11,-0.04677,0.1962,0.03051,8.75177
Diciembre,2,6,11,-0.04435,0.20425,0.02987,8.75177
Diciembre,2,6,11,-0.04584,0.1932,0.03239,8.79596
Diciembre,2,6,11,-0.04425,0.19357,0.03125,8.76556
Diciembre,2,6,11,-0.04725,0.19223,0.03183,8.76282
Diciembre,2,6,11,-0.04776,0.19481,0.03352,8.82355
Diciembre,2,6,11,-0.04473,0.18539,0.03006,8.80145
Diciembre,2,6,11,-0.04669,0.1865,0.03103,8.78214
Diciembre,2,6,12,-0.04861,0.16896,0.03327,8.91733
Diciembre,2,6,12,-0.04834,0.17226,0.03336,8.88425
Diciembre,2,6,12,-0.04791,0.19655,0.03415,8.85114
Diciembre,2,6,12,-0.04525,0.17342,0.03082,8.94492
Diciembre,2,6,12,-0.04495,0.18376,0.03154,8.89804
Diciembre,2,6,12,-0.04566,0.20849,0.03169,8.82629
Diciembre,2,6,12,-0.03924,0.20804,0.03181,8.95871
Diciembre,2,6,12,-0.04786,0.20549,0.03511,8.89252
Diciembre,2,6,12,-0.04617,0.20767,0.03212,8.80145
Diciembre,2,7,13,-0.05281,0.1827,0.03406,8.94766
Diciembre,2,7,13,-0.043,0.21002,0.03384,8.97522
Diciembre,2,7,13,-0.03945,0.21776,0.0297,8.96146
Diciembre,2,7,13,-0.04714,0.19133,0.03445,8.95044
Diciembre,2,7,13,-0.04898,0.21638,0.03539,8.98074
Diciembre,2,7,13,-0.04279,0.22745,0.03258,8.95593
Diciembre,2,7,13,-0.04557,0.18294,0.03136,8.94217
Diciembre,2,7,13,-0.04738,0.19714,0.03324,8.9642
Diciembre,2,7,13,-0.04856,0.20179,0.03237,8.9339
Diciembre,2,7,14,-0.04232,0.17133,0.03048,8.90906
Diciembre,2,7,14,-0.04107,0.18409,0.02989,8.87598
Diciembre,2,7,14,-0.04078,0.18187,0.02789,8.85666
Diciembre,2,7,14,-0.04483,0.18613,0.03098,8.91183
Diciembre,2,7,14,-0.039,0.18291,0.02695,8.85114
Diciembre,2,7,14,-0.04357,0.17211,0.0302,8.80975
Diciembre,2,7,14,-0.04527,0.18659,0.03162,8.90906
Diciembre,2,7,14,-0.04236,0.17287,0.02885,8.84012
Diciembre,2,7,14,-0.04333,0.16285,0.03004,8.79041
Diciembre,2,8,15,-0.04423,0.18226,0.03174,8.93665
Diciembre,2,8,15,-0.04428,0.18561,0.0312,8.93665
Diciembre,2,8,15,-0.04281,0.17858,0.03139,8.88977
Diciembre,2,8,15,-0.05124,0.17585,0.03493,8.91183
Diciembre,2,8,15,-0.04695,0.17703,0.03273,8.90906
Diciembre,2,8,15,-0.04703,0.17108,0.03158,8.87045
Diciembre,2,8,15,-0.04989,0.17689,0.03354,8.88425
Diciembre,2,8,15,-0.0479,0.16402,0.03073,8.87598
Diciembre,2,8,15,-0.04587,0.15526,0.03011,8.84561
Diciembre,2,8,16,-0.04972,0.17373,0.03443,8.85114
Diciembre,2,8,16,-0.04813,0.16421,0.03358,8.82355
Diciembre,2,8,16,-0.04836,0.15696,0.03372,8.8042
Diciembre,2,8,16,-0.05041,0.17121,0.03413,8.82907
Diciembre,2,8,16,-0.05086,0.16747,0.0339,8.79871
Diciembre,2,8,16,-0.0484,0.15866,0.03226,8.78766
Diciembre,2,8,16,-0.0532,0.16814,0.03476,8.8042
Diciembre,2,8,16,-0.0505,0.16251,0.03265,8.75726
Diciembre,2,8,16,-0.04848,0.16096,0.03319,8.75452
Diciembre,3,9,17,-0.04335,0.18883,0.02746,8.94492
Diciembre,3,9,17,-0.04218,0.18731,0.02798,8.95044
Diciembre,3,9,17,-0.04643,0.20086,0.03074,8.96146
Diciembre,3,9,17,-0.04251,0.2187,0.02987,8.91458
Diciembre,3,9,17,-0.04533,0.19995,0.03089,8.91183
Diciembre,3,9,17,-0.04926,0.19068,0.03206,8.90906
Diciembre,3,9,17,-0.04489,0.21507,0.02932,8.88425
Diciembre,3,9,17,-0.04391,0.19711,0.02942,8.86493
Diciembre,3,9,17,-0.04883,0.18134,0.03192,8.84839
Diciembre,3,9,18,-0.04761,0.20019,0.03048,8.86771
Diciembre,3,9,18,-0.05071,0.1891,0.032,8.84012
Diciembre,3,9,18,-0.05122,0.18281,0.03237,8.8208
Diciembre,3,9,18,-0.0522,0.18561,0.03345,8.87872
Diciembre,3,9,18,-0.0508,0.18678,0.03158,8.86218
Diciembre,3,9,18,-0.04926,0.19795,0.03204,8.84561
Diciembre,3,9,18,-0.04687,0.19133,0.02873,8.90079
Diciembre,3,9,18,-0.04192,0.20437,0.02675,8.89804
Diciembre,3,9,18,-0.04443,0.22714,0.02919,8.88702
Diciembre,3,10,19,-0.05041,0.18136,0.03228,8.74625
Diciembre,3,10,19,-0.04777,0.171,0.02999,8.77386
Diciembre,3,10,19,-0.0565,0.1657,0.03539,8.8042
Diciembre,3,10,19,-0.05482,0.19354,0.03368,8.74625
Diciembre,3,10,19,-0.05303,0.16984,0.03293,8.76556
Diciembre,3,10,19,-0.05932,0.16273,0.03693,8.79871
Diciembre,3,10,19,-0.05574,0.19069,0.03464,8.77936
Diciembre,3,10,19,-0.0526,0.16901,0.03235,8.79318
Diciembre,3,10,19,-0.05834,0.16642,0.03665,8.81525
Diciembre,3,10,20,-0.0529,0.19288,0.03312,8.81525
Diciembre,3,10,20,-0.05545,0.18199,0.03491,8.8208
Diciembre,3,10,20,-0.0573,0.18411,0.03552,8.82907
Diciembre,3,10,20,-0.05074,0.20578,0.03302,8.83182
Diciembre,3,10,20,-0.05366,0.19537,0.03499,8.83737
Diciembre,3,10,20,-0.05694,0.20768,0.03872,8.84286
Diciembre,3,10,20,-0.05005,0.18689,0.03094,8.84286
Diciembre,3,10,20,-0.05028,0.19713,0.03281,8.85114
Diciembre,3,10,20,-0.05077,0.22585,0.0325,8.86218
Diciembre,3,11,21,-0.04841,0.19003,0.03057,8.82629
Diciembre,3,11,21,-0.04745,0.19672,0.03113,8.85944
Diciembre,3,11,21,-0.04902,0.20808,0.03232,8.88977
Diciembre,3,11,21,-0.04651,0.20921,0.0298,8.80975
Diciembre,3,11,21,-0.04378,0.20372,0.02865,8.85666
Diciembre,3,11,21,-0.04426,0.23655,0.02973,8.90079
Diciembre,3,11,21,-0.04319,0.21365,0.02909,8.78491
Diciembre,3,11,21,-0.04176,0.22596,0.02811,8.84839
Diciembre,3,11,21,-0.03784,0.24464,0.02675,8.91458
Diciembre,3,11,22,-0.03888,0.2118,0.02604,8.77386
Diciembre,3,11,22,-0.04164,0.23182,0.02833,8.84012
Diciembre,3,11,22,-0.04105,0.20572,0.02817,8.89529
Diciembre,3,11,22,-0.03821,0.23506,0.02701,8.76831
Diciembre,3,11,22,-0.04073,0.22162,0.02811,8.80975
Diciembre,3,11,22,-0.04358,0.20891,0.03007,8.84286
Diciembre,3,11,22,-0.03158,0.22985,0.02185,8.75177
Diciembre,3,11,22,-0.03896,0.20872,0.02652,8.76556
Diciembre,3,11,22,-0.04352,0.20866,0.02817,8.78491
Diciembre,3,12,23,-0.03094,0.233,0.02148,8.76282
Diciembre,3,12,23,-0.02454,0.25435,0.01709,8.74625
Diciembre,3,12,23,-0.02519,0.23837,0.01914,8.74069
Diciembre,3,12,23,-0.01713,0.26992,0.01442,8.75452
Diciembre,3,12,23,-0.01479,0.25393,0.01159,8.74347
Diciembre,3,12,23,-0.02315,0.22499,0.01719,8.74347
Diciembre,3,12,23,-0.02377,0.2646,0.01749,8.74899
Diciembre,3,12,23,-0.02436,0.2441,0.01699,8.74347
Diciembre,3,12,23,-0.02032,0.21866,0.01502,8.74625
Diciembre,3,12,24,-0.05308,0.20902,0.03394,8.76556
Diciembre,3,12,24,-0.04985,0.22017,0.03121,8.78766
Diciembre,3,12,24,-0.04779,0.21276,0.0289,8.79871
Diciembre,3,12,24,-0.04949,0.23674,0.03113,8.78214
Diciembre,3,12,24,-0.0373,0.24783,0.02263,8.79596
Diciembre,3,12,24,-0.03717,0.25296,0.02767,8.79318
Diciembre,3,12,24,-0.04518,0.23636,0.02919,8.79871
Diciembre,3,12,24,-0.04942,0.22745,0.03265,8.80145
Diciembre,3,12,24,-0.0519,0.2134,0.03203,8.79041
Diciembre,4,13,25,-0.05397,0.21893,0.03305,8.65781
Diciembre,4,13,25,-0.0514,0.20959,0.03106,8.66885
Diciembre,4,13,25,-0.04823,0.19232,0.02993,8.6799
Diciembre,4,13,25,-0.05273,0.23,0.03169,8.65781
Diciembre,4,13,25,-0.05427,0.21046,0.0326,8.66885
Diciembre,4,13,25,-0.05334,0.19483,0.03245,8.68823
Diciembre,4,13,25,-0.05716,0.23517,0.0353,8.65506
Diciembre,4,13,25,-0.06031,0.21065,0.03691,8.66885
Diciembre,4,13,25,-0.06016,0.20391,0.0364,8.68823
Diciembre,4,13,26,-0.03956,0.25473,0.02447,8.71582
Diciembre,4,13,26,-0.04164,0.28435,0.02841,8.702
Diciembre,4,13,26,-0.05063,0.27861,0.03298,8.67715
Diciembre,4,13,26,-0.04173,0.21651,0.02656,8.71307
Diciembre,4,13,26,-0.04628,0.2186,0.02878,8.6965
Diciembre,4,13,26,-0.04363,0.23928,0.02712,8.67715
Diciembre,4,13,26,-0.0512,0.18886,0.03162,8.71033
Diciembre,4,13,26,-0.04569,0.19382,0.02841,8.69373
Diciembre,4,13,26,-0.04322,0.2063,0.02717,8.67715
Diciembre,4,14,27,-0.04509,0.22394,0.02737,8.72137
Diciembre,4,14,27,-0.05406,0.2065,0.03172,8.71863
Diciembre,4,14,27,-0.05426,0.20198,0.03335,8.702
Diciembre,4,14,27,-0.04667,0.2036,0.02875,8.69925
Diciembre,4,14,27,-0.04867,0.20868,0.03006,8.71033
Diciembre,4,14,27,-0.0544,0.21118,0.03306,8.69373
Diciembre,4,14,27,-0.05108,0.18566,0.03079,8.6799
Diciembre,4,14,27,-0.05255,0.19431,0.0319,8.71307
Diciembre,4,14,27,-0.05077,0.19914,0.03029,8.7048
Diciembre,4,14,28,-0.05871,0.17761,0.03574,8.71307
Diciembre,4,14,28,-0.06157,0.19788,0.03761,8.76004
Diciembre,4,14,28,-0.05744,0.20348,0.03464,8.77936
Diciembre,4,14,28,-0.05467,0.18784,0.03368,8.74069
Diciembre,4,14,28,-0.05279,0.21942,0.03332,8.77386
Diciembre,4,14,28,-0.05251,0.2065,0.03259,8.79318
Diciembre,4,14,28,-0.05691,0.2073,0.03652,8.74625
Diciembre,4,14,28,-0.05279,0.21942,0.03332,8.77386
Diciembre,4,14,28,-0.05136,0.19636,0.03366,8.77109
Diciembre,4,15,29,-0.05727,0.1849,0.0357,8.73795
Diciembre,4,15,29,-0.05741,0.18512,0.03785,8.75177
Diciembre,4,15,29,-0.05951,0.18555,0.03911,8.75726
Diciembre,4,15,29,-0.05858,0.20042,0.03935,8.7269
Diciembre,4,15,29,-0.0624,0.20396,0.03898,8.7352
Diciembre,4,15,29,-0.0579,0.19853,0.0359,8.74069
Diciembre,4,15,29,-0.05072,0.18426,0.03191,8.702
Diciembre,4,15,29,-0.04813,0.20276,0.03318,8.702
Diciembre,4,15,29,-0.05213,0.20988,0.0359,8.7048
Diciembre,4,15,30,-0.05071,0.20911,0.03553,8.69098
Diciembre,4,15,30,-0.05034,0.17929,0.0335,8.70755
Diciembre,4,15,30,-0.0551,0.16947,0.03581,8.71307
Diciembre,4,15,30,-0.0499,0.20717,0.03382,8.7048
Diciembre,4,15,30,-0.05388,0.16242,0.03577,8.72137
Diciembre,4,15,30,-0.05846,0.15999,0.03758,8.72137
Diciembre,4,15,30,-0.05332,0.1931,0.03653,8.74347
Diciembre,4,15,30,-0.05729,0.16641,0.03773,8.75452
Diciembre,4,15,30,-0.05735,0.16929,0.03747,8.75177
Diciembre,4,16,31,-0.05807,0.17602,0.03599,8.67163
Diciembre,4,16,31,-0.05899,0.1737,0.0356,8.67715
Diciembre,4,16,31,-0.05527,0.17856,0.03522,8.68823
Diciembre,4,16,31,-0.05174,0.18004,0.03268,8.66055
Diciembre,4,16,31,-0.05894,0.18289,0.03882,8.65781
Diciembre,4,16,31,-0.05187,0.20085,0.03715,8.67163
Diciembre,4,16,31,-0.05358,0.17745,0.0364,8.68823
Diciembre,4,16,31,-0.05305,0.20525,0.03735,8.6799
Diciembre,4,16,31,-0.04914,0.24321,0.03648,8.68823
Diciembre,4,16,32,-0.04827,0.1697,0.03163,8.63846
Diciembre,4,16,32,-0.05115,0.17505,0.03391,8.69098
Diciembre,4,16,32,-0.05157,0.17303,0.03375,8.70755
Diciembre,4,16,32,-0.05648,0.16754,0.03657,8.68268
Diciembre,4,16,32,-0.05608,0.16301,0.03556,8.72964
Diciembre,4,16,32,-0.05457,0.16084,0.03516,8.74069
Diciembre,4,16,32,-0.05201,0.1634,0.03307,8.69098
Diciembre,4,16,32,-0.05116,0.15353,0.03289,8.7352
Diciembre,4,16,32,-0.05356,0.16525,0.03698,8.74625
Diciembre,5,17,33,-0.05018,0.20027,0.03247,8.59143
Diciembre,5,17,33,-0.04905,0.19044,0.0313,8.60248
Diciembre,5,17,33,-0.04969,0.18084,0.03147,8.60803
Diciembre,5,17,33,-0.04889,0.19161,0.03126,8.60526
Diciembre,5,17,33,-0.05091,0.19385,0.03284,8.61908
Diciembre,5,17,33,-0.04789,0.18716,0.03155,8.63016
Diciembre,5,17,33,-0.04836,0.179,0.03136,8.6412
Diciembre,5,17,33,-0.05099,0.18761,0.03333,8.65781
Diciembre,5,17,33,-0.05261,0.17704,0.03357,8.66885
Diciembre,5,17,34,-0.04128,0.20455,0.03165,8.73795
Diciembre,5,17,34,-0.04412,0.19153,0.03129,8.75452
Diciembre,5,17,34,-0.04459,0.18576,0.02834,8.73795
Diciembre,5,17,34,-0.0505,0.19896,0.03164,8.71307
Diciembre,5,17,34,-0.0505,0.19896,0.03164,8.71307
Diciembre,5,17,34,-0.04252,0.19378,0.02763,8.71033
Diciembre,5,17,34,-0.04829,0.16942,0.03059,8.66608
Diciembre,5,17,34,-0.04978,0.17544,0.03063,8.67715
Diciembre,5,17,34,-0.0456,0.17075,0.02992,8.66333
Diciembre,5,18,35,-0.05069,0.18262,0.02997,8.88977
Diciembre,5,18,35,-0.03822,0.18961,0.02488,8.91183
Diciembre,5,18,35,-0.05196,0.20108,0.03827,8.91458
Diciembre,5,18,35,-0.0464,0.1949,0.03306,8.84839
Diciembre,5,18,35,-0.05294,0.18485,0.03539,8.86771
Diciembre,5,18,35,-0.04261,0.17998,0.02544,8.88147
Diciembre,5,18,35,-0.05109,0.19757,0.03271,8.81802
Diciembre,5,18,35,-0.03297,0.20432,0.02139,8.83456
Diciembre,5,18,35,-0.02487,0.23806,0.02145,8.84012
Diciembre,5,18,36,-0.04999,0.21615,0.03809,8.82629
Diciembre,5,18,36,-0.0488,0.1903,0.03171,8.8732
Diciembre,5,18,36,-0.04795,0.18197,0.02869,8.89529
Diciembre,5,18,36,-0.04822,0.19517,0.03026,8.79041
Diciembre,5,18,36,-0.04483,0.17937,0.02985,8.86218
Diciembre,5,18,36,-0.04604,0.18322,0.03181,8.90079
Diciembre,5,18,36,-0.05089,0.19193,0.03321,8.79318
Diciembre,5,18,36,-0.05477,0.18967,0.03494,8.85666
Diciembre,5,18,36,-0.05178,0.17771,0.03142,8.90356
Diciembre,5,19,37,-0.0511,0.19906,0.03445,8.76282
Diciembre,5,19,37,-0.05076,0.21787,0.03581,8.76556
Diciembre,5,19,37,-0.05236,0.19883,0.03413,8.77936
Diciembre,5,19,37,-0.05345,0.19981,0.03735,8.83182
Diciembre,5,19,37,-0.0497,0.18137,0.03196,8.84012
Diciembre,5,19,37,-0.04556,0.1776,0.03067,8.85114
Diciembre,5,19,37,-0.04429,0.20647,0.0289,8.85944
Diciembre,5,19,37,-0.04787,0.18659,0.03313,8.87598
Diciembre,5,19,37,-0.05118,0.17599,0.03366,8.88977
Diciembre,5,19,38,-0.05162,0.17267,0.03289,8.66333
Diciembre,5,19,38,-0.0496,0.19338,0.03372,8.65781
Diciembre,5,19,38,-0.05344,0.19044,0.03447,8.65228
Diciembre,5,19,38,-0.05076,0.18882,0.03249,8.67163
Diciembre,5,19,38,-0.05277,0.20631,0.03417,8.67715
Diciembre,5,19,38,-0.04717,0.1897,0.03195,8.6799
Diciembre,5,19,38,-0.04297,0.2061,0.02793,8.69098
Diciembre,5,19,38,-0.04506,0.19938,0.0291,8.7269
Diciembre,5,19,38,-0.04958,0.19578,0.03276,8.74899
Diciembre,5,20,39,-0.05427,0.19216,0.03443,8.69925
Diciembre,5,20,39,-0.05481,0.17211,0.03396,8.6965
Diciembre,5,20,39,-0.05843,0.1747,0.03485,8.67715
Diciembre,5,20,39,-0.0576,0.17506,0.03487,8.72137
Diciembre,5,20,39,-0.05889,0.16178,0.03518,8.71582
Diciembre,5,20,39,-0.05559,0.18066,0.03601,8.69925
Diciembre,5,20,39,-0.0539,0.17091,0.03358,8.75177
Diciembre,5,20,39,-0.05737,0.17257,0.03668,8.75177
Diciembre,5,20,39,-0.05929,0.19345,0.03684,8.74899
Diciembre,5,20,40,-0.0604,0.22114,0.03635,8.71033
Diciembre,5,20,40,-0.05651,0.21879,0.03468,8.69925
Diciembre,5,20,40,-0.05215,0.20106,0.03246,8.7048
Diciembre,5,20,40,-0.05649,0.2281,0.03421,8.72964
Diciembre,5,20,40,-0.05547,0.23914,0.03518,8.72964
Diciembre,5,20,40,-0.05548,0.20305,0.03406,8.73795
Diciembre,5,20,40,-0.0561,0.23966,0.03486,8.74069
Diciembre,5,20,40,-0.05556,0.23148,0.0338,8.74625
Diciembre,5,20,40,-0.05779,0.19757,0.03547,8.75452
Marzo,1,1,1,-0.80251,0.34566,0.43399,25.99051
Marzo,1,1,1,-0.78532,0.32119,0.38246,26.12259
Marzo,1,1,1,-0.77714,0.30983,0.3505,26.32993
Marzo,1,1,1,-0.77389,0.32023,0.40074,25.9173
Marzo,1,1,1,-0.80305,0.3149,0.33633,26.03061
Marzo,1,1,1,-0.77789,0.31941,0.32912,26.21219
Marzo,1,1,1,-0.78376,0.32244,0.38102,25.80624
Marzo,1,1,1,-0.76328,0.32142,0.35949,25.8866
Marzo,1,1,1,-0.78261,0.31537,0.36891,26.02826
Marzo,1,1,2,-0.7878,0.31638,0.42227,26.83255
Marzo,1,1,2,-0.78121,0.32462,0.41733,26.6308
Marzo,1,1,2,-0.7801,0.32528,0.41503,26.43106
Marzo,1,1,2,-0.76381,0.30573,0.4099,26.66602
Marzo,1,1,2,-0.77128,0.30898,0.40322,26.50162
Marzo,1,1,2,-0.777,0.33264,0.4208,26.32758
Marzo,1,1,2,-0.78419,0.33875,0.41994,26.48044
Marzo,1,1,2,-0.7886,0.31941,0.40524,26.35345
Marzo,1,1,2,-0.78711,0.31214,0.43441,26.21219
Marzo,1,2,3,-0.7483,0.2939,0.44199,27.38437
Marzo,1,2,3,-0.77941,0.31897,0.47059,27.43805
Marzo,1,2,3,-0.81913,0.36799,0.50586,27.38437
Marzo,1,2,3,-0.75975,0.30117,0.40455,27.39374
Marzo,1,2,3,-0.74398,0.27558,0.40726,27.4567
Marzo,1,2,3,-0.78145,0.33701,0.45355,27.40073
Marzo,1,2,3,-0.78875,0.35389,0.42312,27.31906
Marzo,1,2,3,-0.79527,0.35732,0.45793,27.39139
Marzo,1,2,3,-0.77992,0.30543,0.45562,27.33771
Marzo,1,2,4,-0.7529,0.31642,0.40793,26.47574
Marzo,1,2,4,-0.74922,0.30509,0.40464,26.52512
Marzo,1,2,4,-0.76152,0.28154,0.43081,26.74344
Marzo,1,2,4,-0.7643,0.29634,0.36308,26.3111
Marzo,1,2,4,-0.73311,0.29057,0.35418,26.43814
Marzo,1,2,4,-0.72938,0.30494,0.38214,26.68713
Marzo,1,2,4,-0.78148,0.33355,0.38126,26.11084
Marzo,1,2,4,-0.79763,0.35482,0.38392,26.28049
Marzo,1,2,4,-0.79705,0.35375,0.42249,26.53687
Marzo,1,3,5,-0.80333,0.37672,0.4346,26.75284
Marzo,1,3,5,-0.75972,0.30771,0.38852,26.59558
Marzo,1,3,5,-0.74863,0.29162,0.40858,26.50162
Marzo,1,3,5,-0.77812,0.34092,0.44943,26.82083
Marzo,1,3,5,-0.72222,0.24512,0.36554,26.56741
Marzo,1,3,5,-0.69375,0.23489,0.33128,26.37933
Marzo,1,3,5,-0.6787,0.25501,0.37736,26.72937
Marzo,1,3,5,-0.74527,0.27945,0.34539,26.44287
Marzo,1,3,5,-0.80442,0.35116,0.38388,26.19333
Marzo,1,3,6,-0.67344,0.18225,0.37785,28.32092
Marzo,1,3,6,-0.70718,0.24141,0.40495,27.91281
Marzo,1,3,6,-0.73712,0.27453,0.41508,27.47534
Marzo,1,3,6,-0.64701,0.07141,0.29958,27.98248
Marzo,1,3,6,-0.65173,0.12564,0.31132,27.68033
Marzo,1,3,6,-0.65682,0.18281,0.32095,27.34006
Marzo,1,3,6,-0.77131,0.28024,0.42074,27.34705
Marzo,1,3,6,-0.77965,0.36275,0.43366,27.14618
Marzo,1,3,6,-0.77821,0.34264,0.40126,26.9169
Marzo,1,4,7,-0.75943,0.32588,0.42549,27.12515
Marzo,1,4,7,-0.78465,0.32402,0.4199,27.31906
Marzo,1,4,7,-0.78215,0.30389,0.43481,27.66171
Marzo,1,4,7,-0.72911,0.26904,0.37776,26.93561
Marzo,1,4,7,-0.74468,0.26886,0.3763,27.19293
Marzo,1,4,7,-0.70945,0.22654,0.37033,27.70358
Marzo,1,4,7,-0.78771,0.3524,0.40455,26.58148
Marzo,1,4,7,-0.78151,0.34258,0.3919,26.83017
Marzo,1,4,7,-0.76934,0.30498,0.41435,27.37741
Marzo,1,4,8,-0.79377,0.29768,0.43691,27.05731
Marzo,1,4,8,-0.79608,0.2737,0.43569,26.93561
Marzo,1,4,8,-0.79317,0.32279,0.45081,26.84427
Marzo,1,4,8,-0.71962,0.26225,0.39621,27.03864
Marzo,1,4,8,-0.76526,0.32227,0.43299,26.82083
Marzo,1,4,8,-0.74458,0.2453,0.37133,26.65897
Marzo,1,4,8,-0.733,0.25863,0.38007,26.92624
Marzo,1,4,8,-0.72761,0.26885,0.34647,26.6214
Marzo,1,4,8,-0.74545,0.2973,0.33059,26.38641
Marzo,2,5,9,-0.77377,0.3435,0.4143,25.29688
Marzo,2,5,9,-0.74901,0.31384,0.37906,25.04495
Marzo,2,5,9,-0.78149,0.36058,0.3242,24.87112
Marzo,2,5,9,-0.79159,0.34201,0.4049,25.21851
Marzo,2,5,9,-0.77603,0.29561,0.36745,24.93542
Marzo,2,5,9,-0.78123,0.33667,0.32376,24.77097
Marzo,2,5,9,-0.79259,0.3271,0.38132,25.07349
Marzo,2,5,9,-0.80373,0.34122,0.37398,24.83298
Marzo,2,5,9,-0.79511,0.33136,0.32155,24.72565
Marzo,2,5,10,-0.79885,0.31548,0.38169,24.84726
Marzo,2,5,10,-0.80095,0.3452,0.33742,24.76141
Marzo,2,5,10,-0.78228,0.31933,0.31163,24.72565
Marzo,2,5,10,-0.78984,0.2935,0.3795,24.82346
Marzo,2,5,10,-0.80488,0.354,0.35356,24.77338
Marzo,2,5,10,-0.79642,0.35369,0.36436,24.7662
Marzo,2,5,10,-0.76987,0.31045,0.37545,24.88065
Marzo,2,5,10,-0.78525,0.33284,0.34478,24.84012
Marzo,2,5,10,-0.80187,0.36842,0.378,24.84726
Marzo,2,6,11,-0.80052,0.33644,0.41852,24.98065
Marzo,2,6,11,-0.8,0.31804,0.38103,24.96399
Marzo,2,6,11,-0.78843,0.33474,0.36157,25.00449
Marzo,2,6,11,-0.79461,0.3638,0.40637,24.99731
Marzo,2,6,11,-0.78825,0.32798,0.37586,24.98782
Marzo,2,6,11,-0.77798,0.3365,0.36831,25.02591
Marzo,2,6,11,-0.79224,0.35435,0.38935,24.99255
Marzo,2,6,11,-0.78132,0.31994,0.37999,24.99493
Marzo,2,6,11,-0.80154,0.35817,0.40124,25.01874
Marzo,2,6,12,-0.80421,0.34249,0.38554,25.07584
Marzo,2,6,12,-0.80702,0.35883,0.40276,24.99973
Marzo,2,6,12,-0.79569,0.33706,0.36635,24.92828
Marzo,2,6,12,-0.79889,0.347,0.38695,24.94733
Marzo,2,6,12,-0.79181,0.32899,0.39195,24.83774
Marzo,2,6,12,-0.78777,0.32214,0.36611,24.77097
Marzo,2,6,12,-0.77057,0.31077,0.38064,24.84964
Marzo,2,6,12,-0.7785,0.30115,0.35877,24.72327
Marzo,2,6,12,-0.77582,0.35838,0.29651,24.65405
Marzo,2,7,13,-0.82184,0.3365,0.44678,24.99973
Marzo,2,7,13,-0.82591,0.3682,0.40937,24.87112
Marzo,2,7,13,-0.77461,0.29855,0.35885,24.77097
Marzo,2,7,13,-0.82034,0.3571,0.48514,24.89017
Marzo,2,7,13,-0.80977,0.36669,0.42487,24.78293
Marzo,2,7,13,-0.80767,0.3642,0.31709,24.71371
Marzo,2,7,13,-0.80555,0.3378,0.46372,24.81866
Marzo,2,7,13,-0.81348,0.34733,0.40625,24.73041
Marzo,2,7,13,-0.79498,0.34841,0.2768,24.70178
Marzo,2,7,14,-0.79672,0.33845,0.3666,24.89252
Marzo,2,7,14,-0.77346,0.31711,0.32219,24.81628
Marzo,2,7,14,-0.76791,0.3062,0.3211,24.76382
Marzo,2,7,14,-0.8,0.33733,0.40056,24.86157
Marzo,2,7,14,-0.77164,0.3252,0.29192,24.78293
Marzo,2,7,14,-0.73535,0.30151,0.27669,24.76859
Marzo,2,7,14,-0.76145,0.29176,0.39195,24.92114
Marzo,2,7,14,-0.73343,0.27477,0.25293,24.79007
Marzo,2,7,14,-0.76064,0.27947,0.31575,24.83533
Marzo,2,8,15,-0.72248,0.28533,0.30795,25.20425
Marzo,2,8,15,-0.71155,0.26269,0.28032,25.09726
Marzo,2,8,15,-0.7415,0.28125,0.28872,24.92349
Marzo,2,8,15,-0.67314,0.23903,0.28611,25.37045
Marzo,2,8,15,-0.72305,0.27054,0.31368,25.18759
Marzo,2,8,15,-0.75197,0.29979,0.34802,24.94498
